id,justificacion,caracteristica
1631,"Se clasifica como Efectividad porque ""Inventario del sistema no coincide con el stock fisico del insumo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1792,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1842,"Se clasifica como Cobertura de Contexto porque ""Tiempo de carga de estudios de imagen supera los 29s"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1910,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 3 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1932,"Se clasifica como Eficiencia porque ""Tiempo de respuesta del modulo de farmacia supera los 34s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2061,"Se clasifica como Cobertura de Contexto porque ""El boton de teleconsulta no redirige correctamente a la videollamada"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2066,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2078,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3079,"Se clasifica como Efectividad porque ""La aplicacion se cierra inesperadamente al abrir resultados de laboratorio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3345,"Se clasifica como Efectividad porque ""Paciente no puede unirse a la sala virtual a la hora agendada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1232,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2305,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2408,"Se clasifica como Efectividad porque ""Alerta de vencimiento de lote no se muestra en el modulo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2441,"Se clasifica como Cobertura de Contexto porque ""Videollamada se corta a los 5 minutos"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2853,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3584,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 35s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1064,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1407,"Se clasifica como Efectividad porque ""El sistema no envia la confirmacion por correo electronico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1523,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2041,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2202,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3010,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3239,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3486,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3785,"Se clasifica como Efectividad porque ""La aplicacion se cierra inesperadamente al abrir resultados de laboratorio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1152,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1514,"Se clasifica como Eficiencia porque ""Tiempo de generacion del reporte mensual supera los 25 minutos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2227,"Se clasifica como Efectividad porque ""Factura electronica no llega al correo registrado del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2555,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3040,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1224,"Se clasifica como Efectividad porque ""El sistema no descuenta automaticamente el medicamento dispensado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1412,"Se clasifica como Efectividad porque ""La aplicacion se cierra inesperadamente al abrir resultados de laboratorio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1546,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2211,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2627,"Se clasifica como Efectividad porque ""El sistema no permite adjuntar el reporte en PDF del laboratorio externo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3720,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3857,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2027,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2058,"Se clasifica como Efectividad porque ""La sesion se cierra automaticamente antes de terminar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3215,"Se clasifica como Eficiencia porque ""Retraso de 22s al procesar el pago con tarjeta de credito"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3545,"Se clasifica como Efectividad porque ""Exportacion a Excel del reporte gerencial falla de forma intermitente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3565,"Se clasifica como Efectividad porque ""El sistema no permite anular una factura emitida por error"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3777,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1542,"Se clasifica como Cobertura de Contexto porque ""El boton de teleconsulta no redirige correctamente a la videollamada"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1844,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1864,"Se clasifica como Efectividad porque ""El sistema no reconoce el convenio con la aseguradora"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1930,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2178,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2671,"Se clasifica como Efectividad porque ""Exportacion a Excel del reporte gerencial falla de forma intermitente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1041,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1484,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1819,"Se clasifica como Efectividad porque ""Perdida de calidad en las imagenes al ser visualizadas desde la app"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1903,"Se clasifica como Efectividad porque ""El dashboard de indicadores no refleja los datos del ultimo cierre"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2771,"Se clasifica como Eficiencia porque ""Retraso de 27s en la disponibilidad de resultados criticos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
